t1	1
t10	0
t100	6
t1000	0
t10000	0
t100000	1
t100001	0
t100002	0
t100003	0
t100004	0
t100005	3
t100006	0
t100007	1
t100008	0
t100009	0
t10001	0
t100010	0
t100011	0
t100012	1
t100013	0
t100014	0
t100015	0
t100016	2
t100017	0
t100018	0
t100019	1
t10002	0
t100020	0
t100021	0
t100022	0
t100023	1
t100024	0
t100025	0
t100026	0
t100027	4
t100028	2
t100029	0
t10003	0
t100030	4
t100031	0
t100032	0
t100033	1
t100034	1
t100035	0
t100036	0
t100037	0
t100038	0
t100039	0
t10004	1
t100040	0
t100041	0
t100042	0
t100043	1
t100044	2
t100045	8
t100046	0
t100047	0
t100048	0
t100049	0
t10005	0
t100050	2
t100051	0
t100052	0
t100053	0
t100054	0
t100055	0
t100056	0
t100057	0
t100058	0
t100059	0
t10006	0
t100060	0
t100061	1
t100062	0
t100063	0
t100064	1
t100065	0
t100066	3
t100067	2
t100068	0
t100069	2
t10007	0
t100070	0
t100071	0
t100072	0
t100073	0
t100074	0
t100075	0
t100076	0
t100077	0
t100078	0
t100079	0
t10008	0
t100080	1
t100081	0
t100082	0
t100083	0
t100084	0
t100085	0
t100086	0
t100087	2
t100088	0
t100089	0
t10009	0
t100090	0
t100091	0
t100092	0
t100093	0
t100094	1
t100095	2
t100096	0
t100097	1
t100098	0
t100099	3
t1001	0
t10010	0
t100100	0
t100101	1
t100102	2
t100103	0
t100104	1
t100105	1
t100106	0
t100107	0
t100108	2
t100109	0
t10011	0
t100110	0
t100111	0
t100112	0
t100113	0
t100114	0
t100115	0
t100116	1
t100117	0
t100118	0
t100119	0
t10012	0
t100120	0
t100121	1
t100122	0
t100123	0
t100124	2
t100125	1
t100126	2
t100127	0
t100128	0
t100129	0
t10013	0
t100130	0
t100131	1
t100132	0
t100133	0
t100134	0
t100135	0
t100136	0
t100137	0
t100138	0
t100139	0
t10014	0
t100140	0
t100141	0
t100142	0
t100143	0
t100144	0
t100145	0
t100146	0
t100147	0
t100148	0
t100149	0
t10015	0
t100150	0
t100151	0
t100152	0
t100153	0
t100154	0
t100155	0
t100156	0
t100157	0
t100158	0
t100159	0
t10016	0
t100160	0
t100161	0
t100162	0
t100163	0
t100164	2
t100165	0
t100166	1
t100167	0
t100168	0
t100169	0
t10017	0
t100170	2
t100171	0
t100172	0
t100173	0
t100174	0
t100175	0
t100176	0
t100177	2
t100178	0
t100179	0
t10018	0
t100180	0
t100181	0
t100182	0
t100183	0
t100184	4
t100185	1
t100186	0
t100187	0
t100188	0
t100189	0
t10019	0
t100190	0
t100191	0
t100192	0
t100193	0
t100194	0
t100195	0
t100196	0
t100197	0
t100198	0
t100199	0
t1002	0
t10020	0
t100200	0
t100201	0
t100202	0
t100203	0
t100204	0
t100205	0
t100206	2
t100207	0
t100208	16
t100209	9
t10021	2
t100210	0
t100211	0
t100212	0
t100213	3
t100214	1
t100215	0
t100216	0
t100217	0
t100218	2
t100219	0
t10022	0
t100220	0
t100221	0
t100222	0
t100223	0
t100224	3
t100225	0
t100226	0
t100227	0
t100228	0
t100229	0
t10023	0
t100230	0
t100231	1
t100232	0
t100233	0
t100234	1
t100235	2
t100236	0
t100237	0
t100238	0
t100239	0
t10024	0
t100240	0
t100241	0
t100242	2
t100243	0
t100244	1
t100245	0
t100246	1
t100247	0
t100248	0
t100249	0
t10025	0
t100250	0
t100251	0
t100252	2
